movie_id,primary_title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes,region,director_name,director_profession,release_date,production_budget,domestic_gross,worldwide_gross
tt2651158,Much Ado About Nothing,Much Ado About Nothing,2012,167.0,"Comedy,Drama",7.7,94.0,GB,Jeremy Herrin,"director,actor,producer","May 7, 1993","$8,000,000","$22,549,338","$22,549,338"
tt2654360,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,2012,88.0,Documentary,7.1,882.0,US,Molly Bernstein,"editor,editorial_department,producer","Apr 17, 2013","$500,000","$152,449","$152,449"
tt2655734,Bang Bang Baby,Bang Bang Baby,2014,90.0,"Drama,Fantasy,Musical",5.0,469.0,CA,Jeffrey St. Jules,"writer,director,animation_department","Dec 31, 2014","$1,000,000",$0,$0
tt2658126,Commando,Commando,2013,124.0,"Action,Thriller",6.1,3839.0,Unknown,Dilip Ghosh,"director,producer","Oct 4, 1985","$10,000,000","$35,073,978","$35,073,978"
tt2660118,Split,Split,2016,90.0,"Comedy,Romance,Sport",2.9,557.0,US,Jamie Buckner,"miscellaneous,production_manager,producer","Jan 20, 2017","$5,000,000","$138,141,585","$278,964,806"
tt2667960,Miss Julie,Miss Julie,2014,129.0,"Drama,Romance",5.5,4598.0,BR,Liv Ullmann,"actress,director,writer","May 5, 2015","$5,500,000",$0,"$863,895"
tt2668120,Bambi,Bambi,2013,58.0,"Biography,Documentary",7.0,101.0,FR,Sébastien Lifshitz,"director,writer,actor","Aug 13, 1942","$858,000","$102,797,000","$268,000,000"
tt2690560,Shooting the Warwicks,Reality Show,2015,95.0,"Comedy,Drama",6.1,115.0,US,Adam Rifkin,"writer,director,producer","Dec 31, 2015","$250,000",$0,$0
tt2693114,Amnesiac,Amnesiac,2013,90.0,"Drama,Horror,Thriller",2.3,104.0,Unknown,Martin Rutley,"director,producer","Aug 14, 2015","$3,000,000",$0,$0
tt2704210,All You Need Is Love,All You Need Is Love,2014,90.0,Documentary,6.8,9.0,US,Stuart Cameron,"producer,director","Oct 31, 2014","$300,000",$0,"$3,565,259"
tt2713180,Fury,Fury,2014,134.0,"Action,Drama,War",7.6,381993.0,GR,David Ayer,"writer,director,producer","Oct 17, 2014","$80,000,000","$85,817,906","$210,315,681"
tt2718492,Ida,Ida,2013,82.0,Drama,7.4,46819.0,IT,Pawel Pawlikowski,"director,writer,producer","May 2, 2014","$2,600,000","$3,827,060","$15,298,355"
tt2752688,Rosewater,Rosewater,2014,103.0,"Biography,Drama",6.6,9836.0,CA,Jon Stewart,"writer,producer,actor","Nov 14, 2014","$10,000,000","$3,128,941","$3,185,717"
tt2758408,All or Nothing,All or Nothing,2013,71.0,Thriller,8.2,22.0,IE,Dave McGlone,"director,writer,producer","Oct 25, 2002","$9,000,000","$184,255","$184,255"
tt2759066,Dutch Kills,Dutch Kills,2015,90.0,"Crime,Drama,Thriller",5.1,82.0,Unknown,Joseph Mazzella,"actor,producer,director","Dec 1, 2015","$25,000",$0,$0
tt2762738,Truth or Dare,Truth or Dare,2013,84.0,"Horror,Thriller",4.8,554.0,US,Jessica Cameron,"actress,producer,director","Apr 13, 2018","$3,500,000","$41,411,015","$95,127,344"
tt2784678,Top Five,Top Five,2014,102.0,"Comedy,Romance",6.4,24744.0,US,Chris Rock,"producer,actor,writer","Dec 12, 2014","$12,000,000","$25,317,379","$26,001,741"
tt2786328,The Circle,The Circle,2013,48.0,"Adventure,Documentary,History",7.6,8.0,BE,Bram Conjaerts,"writer,producer,director","Apr 28, 2017","$18,000,000","$20,497,844","$40,651,864"
tt2797642,The Night Visitor,The Night Visitor,2013,91.0,"Horror,Sci-Fi,Thriller",4.8,95.0,US,Jennifer Blanc-Biehn,"actress,producer,director","Nov 10, 2015","$100,000",$0,$0
tt2802196,Witness,Witness,2012,96.0,"Action,Crime,Drama",5.3,12.0,XWW,Zehao Gao,"director,writer,editor","Feb 8, 1985","$12,000,000","$65,532,576","$65,532,576"
tt2802196,Witness,Witness,2012,96.0,"Action,Crime,Drama",5.3,12.0,XWW,Jingwei Zhang,"director,actor","Feb 8, 1985","$12,000,000","$65,532,576","$65,532,576"
tt2805976,Doomsday,Doomsday,2015,95.0,"Action,Sci-Fi",3.8,146.0,XWW,Neil Johnson,"director,producer,writer","Mar 14, 2008","$33,000,000","$11,008,770","$21,621,188"
tt2806500,All or Nothing,All or Nothing,2014,85.0,"Biography,Comedy,Documentary",7.7,41.0,US,Criss Cheatham,"actor,producer,director","Oct 25, 2002","$9,000,000","$184,255","$184,255"
tt2820852,Furious 7,Furious Seven,2015,137.0,"Action,Crime,Thriller",7.2,335074.0,NL,James Wan,"producer,writer,director","Apr 3, 2015","$190,000,000","$353,007,020","$1,518,722,794"
tt2825768,The Outrageous Sophie Tucker,The Outrageous Sophie Tucker,2014,96.0,Documentary,7.3,60.0,US,William Gazecki,"sound_department,editor,producer","Jul 24, 2015","$500,000",$0,$0
tt2825894,Daire,Daire,2014,108.0,Drama,6.0,238.0,XWW,Atil Inaç,"director,writer,actor","Aug 27, 2010","$2,000,000","$10,024","$10,024"
tt2828996,A Haunted House 2,A Haunted House 2,2014,86.0,"Comedy,Fantasy",4.7,18085.0,Unknown,Michael Tiddes,"director,producer,writer","Apr 18, 2014","$4,000,000","$17,329,487","$21,206,861"
tt2835658,Brothers' Day,Brothers' Day,2015,95.0,"Crime,Drama",5.8,147.0,GB,Angel Delgado,"writer,visual_effects,producer","Dec 4, 2009","$26,000,000","$28,544,157","$45,043,870"
tt2837194,Rebound,Rebound,2014,84.0,"Horror,Mystery,Thriller",4.2,259.0,US,Megan Freels Johnston,"producer,writer,director","Jul 1, 2005","$45,000,000","$16,809,014","$17,492,014"
tt2843832,The Gambler,The Gambler,2013,52.0,Documentary,7.6,14.0,IE,Ross Whitaker,"director,producer,cinematographer","Dec 10, 2014","$25,000,000","$33,680,992","$38,718,031"
tt2848292,Pitch Perfect 2,Pitch Perfect 2,2015,115.0,"Comedy,Music",6.4,130692.0,US,Elizabeth Banks,"actress,producer,director","May 15, 2015","$29,000,000","$184,296,230","$287,625,468"
tt2852376,Heli,Heli,2013,105.0,"Crime,Drama,Romance",6.8,4379.0,HU,Amat Escalante,"director,writer,producer","Dec 31, 2013","$1,000,000",$0,"$552,614"
tt2855236,Big Fish,Big Fish,2012,103.0,Action,4.0,32.0,MN,Banzragch Batbold,"director,editor,producer","Dec 10, 2003","$70,000,000","$66,432,867","$123,954,323"
tt2866774,Romeo Is Bleeding,Romeo Is Bleeding,2015,93.0,"Biography,Documentary,Drama",8.1,84.0,US,Jason Zeldes,"editor,editorial_department,director","Feb 4, 1994","$10,000,000","$3,275,585","$3,275,585"
tt2869728,Ride Along 2,Ride Along 2,2016,102.0,"Action,Comedy,Crime",5.9,48688.0,US,Tim Story,"producer,director,actor","Jan 15, 2016","$40,000,000","$90,862,685","$124,827,316"
tt2872732,Lucy,Lucy,2014,89.0,"Action,Sci-Fi,Thriller",6.4,403194.0,TR,Luc Besson,"writer,producer,director","Jul 25, 2014","$40,000,000","$126,573,960","$457,507,776"
tt2879218,The Collector,The Collector,2012,94.0,"Action,Comedy",7.1,7.0,MY,James Lee,"director,writer,cinematographer","Jul 31, 2009","$3,000,000","$7,712,114","$10,473,836"
tt2893490,Manglehorn,Manglehorn,2014,97.0,Drama,5.6,6564.0,Unknown,David Gordon Green,"producer,director,writer","Jun 19, 2015","$4,000,000","$132,270","$797,439"
tt2909932,Subconscious,Subconscious,2015,122.0,"Action,Mystery,Thriller",2.2,323.0,Unknown,Georgia Hilton,"sound_department,editor,producer","Mar 10, 2015","$500,000",$0,$0
tt2910904,The Dressmaker,The Dressmaker,2015,119.0,"Comedy,Drama",7.1,46833.0,Unknown,Jocelyn Moorhouse,"writer,director,producer","Sep 23, 2016","$11,900,000","$2,022,115","$24,041,617"
tt2911666,John Wick,John Wick,2014,101.0,"Action,Crime,Thriller",7.4,449942.0,IL,David Leitch,"stunts,actor,assistant_director","Oct 24, 2014","$30,000,000","$43,037,835","$76,235,001"
tt2911666,John Wick,John Wick,2014,101.0,"Action,Crime,Thriller",7.4,449942.0,IL,Chad Stahelski,"stunts,actor,assistant_director","Oct 24, 2014","$30,000,000","$43,037,835","$76,235,001"
tt2912776,The Looking Glass,The Looking Glass,2015,110.0,"Drama,Music",5.8,156.0,US,John D. Hancock,"director,writer,producer","Oct 23, 2015","$300,000","$1,711","$1,711"
tt2923554,Jumper,Jumper,2013,5.0,"Biography,Documentary,Drama",8.0,5.0,SG,Phil Giordano,"producer,director,assistant_director","Feb 14, 2008","$82,500,000","$80,172,128","$222,640,812"
tt2925960,Father Figures,Father Figures,2013,58.0,Documentary,6.8,102.0,Unknown,Gillian Hrankowski,"writer,producer,director","Dec 22, 2017","$25,000,000","$17,501,244","$21,038,441"
tt2925960,Father Figures,Father Figures,2013,58.0,Documentary,6.8,102.0,Unknown,April Butler,"director,cinematographer,producer","Dec 22, 2017","$25,000,000","$17,501,244","$21,038,441"
tt2938464,The Hatching,The Hatching,2017,90.0,"Action,Adventure,Comedy",4.0,662.0,Unknown,Michael Anderson,"cinematographer,director,camera_department","Mar 15, 2016","$5,000,000",$0,$0
tt2939912,Traffic,Traffic,2016,104.0,"Adventure,Drama,Thriller",6.7,2290.0,Unknown,Rajesh Pillai,"director,producer","Dec 27, 2000","$48,000,000","$124,107,476","$208,300,000"
tt2943946,The Circle,The Circle,2017,93.0,"Drama,Horror,Thriller",5.1,17.0,GB,Peter Callow,"director,editor,producer","Apr 28, 2017","$18,000,000","$20,497,844","$40,651,864"
tt2947556,Lady of Csejte,Lady of Csejte,2015,106.0,Horror,3.8,367.0,XWW,Andrei Konst,"writer,director,editor","Dec 31, 2008","$15,000,000",$0,"$3,436,763"
tt2948840,Life,Life,2015,111.0,"Biography,Drama",6.1,6604.0,Unknown,Anton Corbijn,"director,actor,art_director","Apr 16, 1999","$75,000,000","$64,062,587","$73,521,587"
tt2949588,Focus,Focus,2014,87.0,Comedy,6.8,54.0,CA,Christopher Young,"director,actor,writer","Feb 27, 2015","$65,000,000","$53,862,963","$168,065,700"
tt2950418,Greater,Greater,2016,130.0,"Biography,Family,Sport",7.2,3438.0,US,David L. Hunt,"producer,director,writer","Aug 26, 2016","$9,000,000","$2,000,093","$2,000,093"
tt2950444,Going Under,Going Under,2013,49.0,Drama,8.2,5.0,GB,Anthony Crossland,"camera_department,cinematographer,director","Dec 31, 1990","$500,000",$0,$0
tt2952692,State of Play,State of Play,2013,87.0,"Documentary,Drama,Sport",6.5,156.0,BE,Steven Dhoedt,"producer,director,writer","Apr 17, 2009","$60,000,000","$37,017,955","$88,832,210"
tt2955096,Happy Christmas,Happy Christmas,2014,82.0,"Comedy,Drama",5.5,7217.0,Unknown,Joe Swanberg,"writer,actor,producer","Jul 25, 2014","$70,000","$30,312","$30,312"
tt2980648,The Hundred-Foot Journey,The Hundred-Foot Journey,2014,122.0,"Comedy,Drama",7.3,69562.0,US,Lasse Hallström,"director,writer,cinematographer","Aug 8, 2014","$22,000,000","$54,235,441","$94,270,488"
tt2994190,Camp X-Ray,Camp X-Ray,2014,117.0,"Drama,War",6.9,36700.0,Unknown,Peter Sattler,"art_department,director,writer","Oct 17, 2014","$1,000,000","$9,837","$101,053"
tt2998154,Possession,Possession,2013,82.0,Drama,6.8,6.0,US,Jose Hernandez,"writer,producer,director","Aug 16, 2002","$25,000,000","$10,103,647","$14,805,812"
tt3000390,Psycho,Psycho,2013,86.0,Thriller,5.2,35.0,IN,Kishore Bhargav,director,"Dec 4, 1998","$20,000,000","$21,541,218","$37,226,218"
tt3006856,Exodus,Exodus,2013,74.0,Sci-Fi,7.0,6.0,GB,Mina Radovic,"director,actor,writer","Dec 15, 1960","$4,000,000","$21,750,000","$21,750,000"
tt3008180,Coming Home,Coming Home,2014,86.0,"Documentary,Drama",6.9,15.0,IE,Viko Nikci,"actor,writer,producer","Jan 1, 1978","$3,000,000","$32,653,000","$32,653,000"
tt3009772,Ode to Joy,Ode to Joy,2019,97.0,Comedy,6.9,14.0,Unknown,Jason Winer,"producer,director,writer","Dec 25, 2015","$60,000,000","$56,451,232","$101,134,059"
tt3012818,Miracle,Zázrak,2013,78.0,Drama,5.8,114.0,US,Juraj Lehotsky,"director,writer,producer","Feb 6, 2004","$28,000,000","$64,378,093","$64,474,705"
tt3032282,Eden,Eden,2014,90.0,"Drama,Thriller",4.7,2576.0,PL,Shyam Madiraju,"writer,producer,director","Jan 19, 2016","$2,300,000",$0,$0
tt3034146,The Horror Network Vol. 1,The Horror Network Vol. 1,2015,97.0,Horror,5.5,292.0,GB,Lee Matthews,"director,writer,editor","Oct 27, 2015","$1,000,000",$0,$0
tt3034146,The Horror Network Vol. 1,The Horror Network Vol. 1,2015,97.0,Horror,5.5,292.0,GB,Douglas Conner,"editor,actor,cinematographer","Oct 27, 2015","$1,000,000",$0,$0
tt3034146,The Horror Network Vol. 1,The Horror Network Vol. 1,2015,97.0,Horror,5.5,292.0,GB,Ignacio Martín Lerma,director,"Oct 27, 2015","$1,000,000",$0,$0
tt3034146,The Horror Network Vol. 1,The Horror Network Vol. 1,2015,97.0,Horror,5.5,292.0,GB,Brian Dorton,"director,writer,actor","Oct 27, 2015","$1,000,000",$0,$0
tt3034146,The Horror Network Vol. 1,The Horror Network Vol. 1,2015,97.0,Horror,5.5,292.0,GB,Joseph Graham,"writer,director,producer","Oct 27, 2015","$1,000,000",$0,$0
tt3034146,The Horror Network Vol. 1,The Horror Network Vol. 1,2015,97.0,Horror,5.5,292.0,GB,Manuel Marín,"director,writer,editor","Oct 27, 2015","$1,000,000",$0,$0
tt3043194,The Vatican Exorcisms,The Vatican Exorcisms,2013,76.0,Horror,2.5,413.0,IT,Joe Marino,"actor,director","Dec 31, 2013","$1,100,000",$0,$0
tt3044688,Walter: Lessons from the World's Oldest People,Walter: Lessons from the World's Oldest People,2013,84.0,"Biography,Documentary,Family",5.7,16.0,Unknown,Hunter Weeks,"producer,director,camera_department","Mar 13, 2015","$700,000",$0,$0
tt3060772,Dragonfly,Dragonfly,2013,75.0,"Action,Adventure,Sci-Fi",9.0,5.0,US,Sam Campos,"production_manager,director,writer","Feb 22, 2002","$60,000,000","$30,063,805","$30,063,805"
tt3063516,Bad Grandpa,Bad Grandpa,2013,92.0,Comedy,6.5,85724.0,GR,Jeff Tremaine,"writer,producer,director","Oct 25, 2013","$15,000,000","$102,003,019","$160,903,019"
tt3070502,Unstoppable,Unstoppable,2013,65.0,Documentary,4.3,551.0,Unknown,Darren Doane,"director,producer,writer","Nov 12, 2010","$95,000,000","$81,562,942","$165,720,921"
tt3080284,Rocky,Rocky,2013,136.0,"Action,Comedy,Drama",6.1,46.0,IN,Sujit Mondal,"assistant_director,director,writer","Nov 21, 1976","$1,000,000","$117,235,147","$225,000,000"
tt3088580,Phantom,Phantom,2013,76.0,Drama,7.7,1165.0,FR,Jonathan Soler,"director,writer,cinematographer","Mar 1, 2013","$18,000,000","$1,034,589","$1,199,510"
tt3096900,The Hammer,The Hammer,2015,75.0,"Action,Adventure,Documentary",6.5,13.0,US,Scott Hornsby,"producer,director,writer","Mar 21, 2008","$850,000","$442,638","$442,638"
tt3099498,Tusk,Tusk,2014,102.0,"Comedy,Drama,Horror",5.3,40827.0,Unknown,Kevin Smith,"producer,writer,actor","Sep 19, 2014","$3,000,000","$1,821,983","$1,887,554"
tt3099638,Barfi,Barfi,2013,105.0,"Comedy,Romance",6.5,114.0,IN,Shekar,"actor,transportation_department,director","Sep 14, 2012","$4,600,000","$2,804,874","$36,751,984"
tt3103166,The Masked Saint,The Masked Saint,2016,105.0,"Action,Biography,Crime",4.6,559.0,ES,Warren P. Sonoda,"director,editor,writer","Jan 8, 2016","$3,500,000","$182,695","$182,695"
tt3105014,Hybrid,Hybrid,2013,104.0,"Documentary,Sport",7.2,5.0,JP,Daishi Matsunaga,"director,actor,writer","May 10, 2002","$200,000","$162,605","$162,605"
tt3106750,The Glass House,The Glass House,2014,95.0,"Drama,Thriller",7.4,8.0,US,Steven Summers,"director,writer,producer","Sep 14, 2001","$22,000,000","$17,951,431","$22,861,785"
tt3107798,Rambo,Rambo,2012,144.0,"Comedy,Drama,Thriller",6.3,61.0,IN,Tarun Sudhir,"writer,director,actor","Jan 25, 2008","$47,500,000","$42,754,105","$112,214,531"
tt3107798,Rambo,Rambo,2012,144.0,"Comedy,Drama,Thriller",6.3,61.0,IN,M.S. Sreenath,director,"Jan 25, 2008","$47,500,000","$42,754,105","$112,214,531"
tt3107890,Por amor en el caserio,Por amor en el caserio,2014,100.0,"Action,Drama,Romance",8.1,54.0,Unknown,Luis Enrique Rodríguez,"director,producer,actor","Dec 22, 2015","$1,000,000",$0,$0
tt3111306,Bad Company,Bad Company,2018,90.0,Action,3.3,71.0,US,Robin Christian,"producer,writer,director","Jun 7, 2002","$70,000,000","$30,157,016","$69,157,016"
tt3111864,8 Days,8 Days,2014,90.0,"Drama,Thriller",5.0,102.0,US,Jaco Booyens,"producer,director,actor","Oct 13, 2015","$2,500,000",$0,$0
tt3126876,Bucky and the Squirrels,Bucky and the Squirrels,2015,82.0,Comedy,4.2,61.0,US,Allan Katz,"producer,writer,director","Dec 31, 2013","$500,000",$0,$0
tt3130704,Light from the Darkroom,Light from the Darkroom,2014,90.0,"Action,Drama,Thriller",6.1,11.0,US,Lance McDaniel,"producer,director,assistant_director","Dec 31, 2014","$600,000",$0,$0
tt3144678,The Journey,The Journey,2014,103.0,"Comedy,Drama,Family",7.5,545.0,MY,Keng Guan Chiu,"director,producer","Jul 11, 2003","$500,000","$19,800","$19,800"
tt3148952,The Circle,Der Kreis,2014,102.0,"Biography,Drama,Romance",7.3,1316.0,XWW,Stefan Haupt,"director,writer,producer","Apr 28, 2017","$18,000,000","$20,497,844","$40,651,864"
tt3149360,Lucky Dog,Lucky Dog,2014,88.0,Family,5.4,49.0,Unknown,Michael Feifer,"producer,director,writer","Dec 31, 2014","$2,000,000",$0,$0
tt3151724,Kingdom Come,Kingdom Come,2013,75.0,"Drama,Thriller",8.3,28.0,US,Jason Hess,"producer,writer,director","Apr 11, 2001","$7,000,000","$23,247,539","$23,393,939"
tt3152288,Fight to the Finish,Fight to the Finish,2016,94.0,"Action,Romance,Sport",3.6,109.0,US,Warren Sheppard,"assistant_director,producer,writer","Dec 31, 2015","$500,000",$0,$0
tt3157318,Dawn of the Crescent Moon,Dawn of the Crescent Moon,2014,95.0,"Drama,Sci-Fi,Thriller",5.1,42.0,US,Kirk Loudon,"writer,director,editor","Jul 17, 2015","$75,000","$8,799","$8,799"
tt3164256,Rock the Kasbah,Rock the Kasbah,2015,106.0,"Comedy,Music,War",5.5,9587.0,US,Barry Levinson,"producer,writer,director","Oct 23, 2015","$15,000,000","$3,020,665","$3,386,153"
tt3166734,Alpha,Alpha,2015,80.0,"Drama,Horror,Mystery",7.7,37.0,GR,Stathis Athanasiou,"director,editor,producer","Aug 17, 2018","$51,000,000","$35,851,379","$99,624,873"
tt3182348,Julia,Julia,2013,89.0,Documentary,7.2,29.0,DE,J. Jackie Baier,"director,writer,camera_department","May 8, 2009","$6,000,000","$65,108","$1,365,108"
tt3184798,Brooklyn,Brooklyn,2014,83.0,"Drama,Music,Musical",6.4,51.0,FR,Pascal Tessaud,"director,writer,cinematographer","Nov 4, 2015","$11,000,000","$38,322,743","$62,076,141"
tt3202120,Barbecue,Barbecue,2014,98.0,Comedy,6.1,2301.0,FR,Eric Lavaine,"writer,director,art_director","Dec 26, 2014","$10,000,000",$388,"$247,565"
tt3210710,Western Religion,Western Religion,2015,105.0,"Adventure,Drama,Fantasy",4.0,190.0,US,James O'Brien,"writer,producer,director","Oct 9, 2015","$250,000",$0,$0
tt3219106,Inferno,Inferno,2014,113.0,Drama,6.3,183.0,RS,Vinko Moderndorfer,"writer,director,producer","Oct 28, 2016","$75,000,000","$34,343,574","$219,519,367"
tt3222720,Timeline,Timeline,2014,135.0,Romance,6.9,283.0,TH,Nonzee Nimibutr,"producer,director,writer","Nov 26, 2003","$80,000,000","$19,480,739","$26,703,184"
tt3233610,Road Trip,Road Trip,2013,90.0,Horror,6.5,14.0,US,The Lowpriest,"actor,producer,director","May 19, 2000","$16,000,000","$68,525,609","$119,739,110"
tt3233610,Road Trip,Road Trip,2013,90.0,Horror,6.5,14.0,US,Christopher M. Carter,"cinematographer,producer,editor","May 19, 2000","$16,000,000","$68,525,609","$119,739,110"
tt3257168,Shorts,Shorts,2013,95.0,Drama,6.5,408.0,IN,Rohit Pandey,"writer,director,editor","Aug 21, 2009","$20,000,000","$20,919,166","$29,870,801"
tt3257168,Shorts,Shorts,2013,95.0,Drama,6.5,408.0,IN,Siddharth Gupt,"director,writer,assistant_director","Aug 21, 2009","$20,000,000","$20,919,166","$29,870,801"
tt3257168,Shorts,Shorts,2013,95.0,Drama,6.5,408.0,IN,Anirban Roy,"director,editor,writer","Aug 21, 2009","$20,000,000","$20,919,166","$29,870,801"
tt3257168,Shorts,Shorts,2013,95.0,Drama,6.5,408.0,IN,Shlok Sharma,"director,assistant_director,actor","Aug 21, 2009","$20,000,000","$20,919,166","$29,870,801"
tt3257168,Shorts,Shorts,2013,95.0,Drama,6.5,408.0,IN,Neeraj Ghaywan,"director,writer,assistant_director","Aug 21, 2009","$20,000,000","$20,919,166","$29,870,801"
tt3261880,The Watcher,The Watcher,2014,45.0,Drama,7.8,8.0,US,Christopher Oh,"producer,camera_department,director","Sep 8, 2000","$33,000,000","$28,946,615","$47,267,829"
tt3262990,Brotherly Love,Brotherly Love,2015,89.0,Drama,6.7,1587.0,Unknown,Jamal Hill,"director,writer,producer","Apr 24, 2015","$1,900,000","$478,595","$478,595"
tt3264438,She's the One,She's the One,2013,110.0,"Drama,Romance",6.7,127.0,PH,Mae Czarina Cruz,"director,assistant_director,miscellaneous","Aug 23, 1996","$3,500,000","$9,482,579","$13,795,053"
tt3269074,Trapped,Darband,2013,102.0,"Drama,Thriller",6.5,646.0,XWW,Parviz Shahbazi,"writer,director,editor","Sep 20, 2002","$30,000,000","$6,916,869","$6,916,869"
tt3279418,Redemption,Redemption,2013,106.0,"Drama,Mystery,Thriller",8.4,5.0,US,Tim Martin Crouse,"actor,director,writer","Jun 28, 2013","$23,000,000","$36,686","$13,593,473"
tt3282076,Domino,Domino,2019,89.0,"Crime,Thriller",4.6,758.0,IL,Brian De Palma,"director,writer,producer","Oct 14, 2005","$50,000,000","$10,169,202","$23,574,057"
tt3282370,Curse of the Phoenix,Curse of the Phoenix,2014,92.0,Horror,5.4,23.0,GB,Robert Young,"director,writer,producer","Oct 25, 2002","$20,000,000","$30,113,491","$68,349,884"
tt3289362,Hidden Away,A escondidas,2014,96.0,"Drama,Romance",7.1,1820.0,SE,Mikel Rueda,"writer,director,producer","Jan 7, 2014","$1,000,000",$0,$0
tt3289724,Welcome to Marwen,Welcome to Marwen,2018,116.0,"Biography,Comedy,Drama",6.1,8920.0,FI,Robert Zemeckis,"producer,writer,director","Dec 21, 2018","$45,000,000","$10,763,520","$12,874,922"
tt3296724,The Covenant,The Covenant,2013,99.0,Musical,6.2,5.0,IL,Elizabeth Muren,"director,writer,composer","Sep 8, 2006","$20,000,000","$23,364,784","$38,164,784"
tt3296724,The Covenant,The Covenant,2013,99.0,Musical,6.2,5.0,IL,Robert Muren,"director,writer,composer","Sep 8, 2006","$20,000,000","$23,364,784","$38,164,784"
tt3297554,Animals,Animals,2014,90.0,Drama,6.3,836.0,US,Collin Schiffli,"director,miscellaneous,producer","Dec 31, 2008","$5,500,000",$0,$0
tt3300078,The Revenant,The Revenant,2012,80.0,Horror,6.0,20.0,US,Josh Jones,"miscellaneous,director,editor","Dec 25, 2015","$135,000,000","$183,637,894","$532,938,302"
tt3309662,Jackpot,Jackpot,2013,132.0,"Comedy,Thriller",2.1,647.0,IN,Kaizad Gustad,"director,writer,miscellaneous","Jul 27, 2001","$400,000","$44,452","$44,452"
tt3311588,Vessel,Vessel,2014,90.0,"Adventure,Biography,Documentary",7.5,194.0,US,Diana Whitten,"production_designer,director,cinematographer","Jan 9, 2015","$800,000",$0,$0
tt3314006,Behind the Veil,Behind the Veil,2016,65.0,Horror,4.6,9.0,Unknown,Stephen Horgan,"producer,director,composer","Dec 31, 2015","$4,000,000",$0,$0
tt3319070,Emma,Emma,2016,70.0,Thriller,4.7,133.0,US,Vladimir V. Feyer,"writer,director,producer","Aug 2, 1996","$5,900,000","$22,231,658","$37,831,658"
tt3322940,Annabelle,Annabelle,2014,99.0,"Horror,Mystery,Thriller",5.4,122039.0,GR,John R. Leonetti,"cinematographer,camera_department,director","Oct 3, 2014","$6,500,000","$84,273,813","$256,862,920"
tt3327426,War of the Worlds,War of the Worlds,2013,50.0,Sci-Fi,5.8,11.0,US,Christopher H. Baum,"actor,director,writer","Jun 29, 2005","$132,000,000","$234,280,354","$606,836,535"
tt3333870,Antibirth,Antibirth,2016,94.0,Horror,4.9,2759.0,CA,Danny Perez,"director,writer,editor","Sep 2, 2016","$2,500,000",$0,$0
tt3359872,Doc Holliday's Revenge,Stranded,2014,84.0,Western,3.8,104.0,Unknown,David DeCoteau,"director,producer,cinematographer","Jul 26, 2013","$1,900,000",$0,"$285,593"
tt3393372,Night of the Living Dead,Night of the Living Dead,2014,79.0,Horror,5.3,277.0,Unknown,Chad Zuver,"producer,actor,writer","Oct 19, 1990","$4,200,000","$5,835,247","$5,835,247"
tt3396636,Red Sky,Red Sky,2013,56.0,Thriller,4.9,17.0,GB,Patrick Michael Ryder,"director,producer,editor","Mar 10, 2015","$25,000,000",$0,"$91,116"
tt3401748,Oddball,Oddball,2015,95.0,"Adventure,Family",6.4,2124.0,Unknown,Stuart McDonald,"director,writer,miscellaneous","Dec 6, 2016","$7,000,000",$0,"$10,237,229"
tt3406296,Chemical Cut,Chemical Cut,2016,83.0,Drama,5.4,111.0,US,Marjorie Conrad,"director,actress,writer","Dec 31, 2016","$1,000,000",$0,$0
tt3421204,Horse Camp,Horse Camp,2017,108.0,Family,6.7,82.0,Unknown,Joel Paul Reisig,"producer,actor,director","Dec 31, 2014","$250,000",$0,$0
tt3425108,Silence,Silence,2013,120.0,"Drama,Thriller",4.6,170.0,IN,V.K. Prakash,"director,actor,writer","Dec 23, 2016","$46,500,000","$7,100,177","$23,726,626"
tt3429014,Aberdeen,Heung Gong zai,2014,97.0,Family,6.2,566.0,HK,Ho-Cheung Pang,"writer,producer,director","Aug 17, 2001","$6,500,000","$64,148","$64,148"
tt3439758,The Kid,The Kid,2015,49.0,"Comedy,Drama,Family",6.4,16.0,US,David Scott Heck,"actor,director,writer","Jul 7, 2000","$65,000,000","$69,688,384","$69,688,384"
tt3453052,10 Days in a Madhouse,10 Days in a Madhouse,2015,111.0,Drama,6.7,1114.0,US,Timothy Hines,"director,writer,visual_effects","Nov 11, 2015","$12,000,000","$14,616","$14,616"
tt3454828,The Gospel of John,The Gospel of John,2014,160.0,Drama,7.8,563.0,Unknown,David Batty,"producer,director,miscellaneous","Sep 26, 2003","$11,000,000","$4,068,087","$4,234,355"
tt3464902,The Lobster,The Lobster,2015,119.0,"Comedy,Drama,Romance",7.1,182622.0,Unknown,Yorgos Lanthimos,"director,writer,producer","Mar 25, 2016","$4,500,000","$9,196,278","$18,019,834"
tt3469440,Z Storm,Z fung bou,2014,92.0,"Action,Crime",5.4,612.0,XWW,David Lam,"director,actor,producer","Aug 18, 2015","$7,000,000",$0,"$2,053,330"
tt3490320,Rust,Rust,2015,75.0,"Horror,Thriller",6.1,22.0,US,Joe Lujan,"director,writer,producer","Oct 5, 2010","$250,000",$0,$0
