movie_id,primary_title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes,region,director_name,director_profession,release_date,production_budget,domestic_gross,worldwide_gross
tt1748124,Much Ado About Nothing,Much Ado About Nothing,2010,68.0,"Comedy,Drama,Romance",4.5,8.0,US,Brandon Arnold,"producer,director,writer","May 7, 1993","$8,000,000","$22,549,338","$22,549,338"
tt1753773,August,Elokuu,2011,108.0,Drama,5.3,731.0,NO,Oskari Sipola,"writer,director,casting_department","Jul 11, 2008","$3,400,000","$12,636","$12,636"
tt1754633,The Ghastly Love of Johnny X,The Ghastly Love of Johnny X,2012,106.0,"Comedy,Fantasy,Musical",5.7,386.0,US,Paul Bunnell,"actor,writer,producer","Oct 26, 2012","$2,000,000","$2,436","$2,436"
tt1754651,The Last Shot,The Last Shot,2010,47.0,Action,8.0,9.0,US,Emilio Rodriguez,"writer,director,actor","Sep 24, 2004","$40,000,000","$463,730","$463,730"
tt1757772,Jackie,Jackie,2010,126.0,Action,7.1,1338.0,Unknown,Soori,"director,writer","Dec 2, 2016","$9,000,000","$13,960,394","$36,588,512"
tt1758692,Like Crazy,Like Crazy,2011,86.0,"Drama,Romance",6.7,55841.0,Unknown,Drake Doremus,"director,writer,producer","Oct 28, 2011","$250,000","$3,395,391","$3,728,400"
tt1758741,People Like Us,People Like Us,2010,55.0,Drama,6.4,13.0,US,Baron Norris,"camera_department,director,writer","Jun 29, 2012","$16,000,000","$12,431,792","$12,617,472"
tt1758741,People Like Us,People Like Us,2010,55.0,Drama,6.4,13.0,US,Christina Norris,"actress,director,writer","Jun 29, 2012","$16,000,000","$12,431,792","$12,617,472"
tt1758810,The Snowman,The Snowman,2017,119.0,"Crime,Drama,Mystery",5.1,47890.0,Unknown,Tomas Alfredson,"director,music_department,writer","Oct 20, 2017","$35,000,000","$6,670,765","$43,226,146"
tt1764615,Subconscious,Subconscious,2010,72.0,Horror,4.5,172.0,GR,Chris Petropoulos,"director,writer,cinematographer","Mar 10, 2015","$500,000",$0,$0
tt1764651,The Expendables 2,The Expendables 2,2012,103.0,"Action,Adventure,Thriller",6.6,277584.0,US,Simon West,"producer,director,actor","Aug 17, 2012","$100,000,000","$85,028,192","$311,979,256"
tt1772261,The Curse of Downers Grove,The Curse of Downers Grove,2015,89.0,"Drama,Horror,Mystery",4.5,1618.0,Unknown,Derick Martini,"writer,director,actor","Aug 21, 2015","$2,000,000",$0,$0
tt1772317,Nerve,Nerve,2011,83.0,"Comedy,Drama",6.8,88.0,US,J.R. Sawyers,"actor,producer,writer","Jul 27, 2016","$20,000,000","$38,583,626","$70,652,284"
tt1772408,Trade of Innocents,Trade of Innocents,2012,88.0,"Drama,Thriller",5.4,860.0,US,Christopher M. Bessette,"writer,director,producer","Oct 5, 2012","$5,800,000","$15,091","$15,091"
tt1772422,Outside Bet,Outside Bet,2012,101.0,Comedy,5.0,267.0,GB,Sacha Bennett,"actor,director,writer","Feb 24, 2015","$7,500,000",$0,"$13,524"
tt1781769,Anna Karenina,Anna Karenina,2012,129.0,"Drama,Romance",6.6,84668.0,HU,Joe Wright,"director,producer,actor","Nov 16, 2012","$49,000,000","$12,816,367","$71,004,627"
tt1781827,Hands of Stone,Hands of Stone,2016,111.0,"Action,Biography,Drama",6.6,12851.0,PA,Jonathan Jakubowicz,"director,producer,writer","Aug 26, 2016","$20,000,000","$4,712,792","$5,031,975"
tt1784486,Julie,Julie,2011,80.0,Drama,4.2,84.0,SE,Linda Wendel,"director,writer,producer","May 5, 2015","$5,500,000",$0,"$863,895"
tt1785670,Widows,Viudas,2011,100.0,"Comedy,Drama",6.3,484.0,XWW,Marcos Carnevale,"miscellaneous,writer,director","Nov 16, 2018","$40,000,000","$42,402,632","$73,866,088"
tt1787759,Madea's Big Happy Family,Madea's Big Happy Family,2011,106.0,"Comedy,Drama",4.7,6996.0,Unknown,Tyler Perry,"writer,director,producer","Apr 22, 2011","$25,000,000","$53,345,287","$54,160,818"
tt1790864,The Maze Runner,The Maze Runner,2014,113.0,"Action,Mystery,Sci-Fi",6.8,387038.0,CA,Wes Ball,"art_department,visual_effects,director","Sep 19, 2014","$34,000,000","$102,427,862","$348,319,861"
tt1791679,Weekend,Weekend,2011,121.0,"Action,Comedy,Crime",4.0,583.0,PL,Cezary Pazura,"actor,producer,director","Sep 23, 2011","$190,000","$484,592","$1,577,585"
tt1798291,This Is Martin Bonner,This Is Martin Bonner,2013,83.0,Drama,6.6,846.0,US,Chad Hartigan,"director,actor,writer","Jun 21, 2013","$42,000",$0,$0
tt1799516,Benji,Benji,2018,87.0,"Crime,Drama,Family",6.4,2779.0,DE,Brandon Camp,"writer,producer,actor","Nov 15, 1974","$500,000","$31,559,560","$31,559,560"
tt1805319,Mama,Mama,2010,50.0,Drama,4.5,6.0,NL,Sanne Vogel,"actress,director,writer","Jan 18, 2013","$15,000,000","$71,628,180","$148,095,566"
tt1805319,Mama,Mama,2010,50.0,Drama,4.5,6.0,NL,Beri Shalmashi,"writer,director,producer","Jan 18, 2013","$15,000,000","$71,628,180","$148,095,566"
tt1805411,Son of God,Son of God,2010,80.0,Documentary,6.8,13.0,PH,Khavn,"director,writer,producer","Feb 28, 2014","$22,000,000","$59,700,064","$70,949,793"
tt1805411,Son of God,Son of God,2010,80.0,Documentary,6.8,13.0,PH,Michael Noer,"director,actor,writer","Feb 28, 2014","$22,000,000","$59,700,064","$70,949,793"
tt1807022,Super,Super,2010,140.0,Drama,8.1,1869.0,IN,Upendra,"actor,writer,director","Apr 1, 2011","$2,500,000","$327,716","$593,933"
tt1815862,After Earth,After Earth,2013,100.0,"Action,Adventure,Drama",4.8,181687.0,FR,M. Night Shyamalan,"producer,writer,director","May 31, 2013","$130,000,000","$60,522,097","$251,499,665"
tt1821478,Kaavalan,Kaavalan,2011,155.0,"Action,Drama,Romance",6.9,4054.0,XWW,Siddique,"writer,director,assistant_director","Nov 25, 1992","$25,000,000","$121,945,720","$410,899,039"
tt1821549,Nebraska,Nebraska,2013,115.0,"Adventure,Comedy,Drama",7.7,105304.0,CA,Alexander Payne,"producer,director,writer","Nov 15, 2013","$12,000,000","$17,654,912","$24,761,360"
tt1821694,RED 2,RED 2,2013,116.0,"Action,Comedy,Crime",6.6,148846.0,FI,Dean Parisot,"director,producer,writer","Jul 19, 2013","$84,000,000","$53,262,560","$141,507,355"
tt1822311,Sparrows Dance,Sparrows Dance,2012,81.0,"Comedy,Drama,Romance",6.8,550.0,US,Noah Buschel,"director,writer","Aug 23, 2013","$175,000","$2,602","$2,602"
tt1823672,Chappie,Chappie,2015,120.0,"Action,Crime,Drama",6.8,213733.0,Unknown,Neill Blomkamp,"director,writer,visual_effects","Mar 6, 2015","$49,000,000","$31,569,268","$105,002,056"
tt1825801,Hostel,Hostel,2011,111.0,"Action,Crime,Drama",5.1,513.0,IN,Manish Gupta,"writer,director,producer","Jan 6, 2006","$4,800,000","$47,326,473","$82,241,110"
tt1825978,The Artist,The Artist,2011,100.0,Thriller,6.8,6.0,IN,Sunil Prem Vyas,"writer,director,actor","Nov 25, 2011","$16,000,000","$44,667,095","$128,256,712"
tt1826590,About Last Night,About Last Night,2014,100.0,"Comedy,Romance",6.1,21078.0,US,Steve Pink,"director,writer,producer","Feb 14, 2014","$13,000,000","$48,637,684","$50,445,860"
tt1826727,Life of the Party,Life of the Party,2017,84.0,"Comedy,Drama",7.6,47.0,AU,Michael Budd,"actor,producer,director","May 11, 2018","$30,000,000","$53,059,911","$65,759,911"
tt1828325,The Gambler,The Gambler,2015,105.0,Drama,7.0,10.0,US,Szabolcs Hajdu,"actor,director,writer","Dec 10, 2014","$25,000,000","$33,680,992","$38,718,031"
tt1831825,Wanted,Wanted,2011,160.0,"Action,Drama",4.5,95.0,IN,B.V.S. Ravi,"writer,director","Jun 27, 2008","$75,000,000","$134,508,551","$342,416,460"
tt1832471,Space Pirate Captain Harlock,Space Pirate Captain Harlock,2010,100.0,"Animation,Sci-Fi",7.1,324.0,JP,William Winckler,"actor,writer,director","Dec 31, 2013","$30,000,000",$0,"$310,985"
tt1836212,All Superheroes Must Die,All Superheroes Must Die,2011,78.0,"Sci-Fi,Thriller",4.0,1977.0,AU,Jason Trost,"actor,writer,director","Jan 4, 2013","$20,000",$0,$0
tt1838722,Truth or Die,Truth or Dare,2012,96.0,"Horror,Mystery",5.6,8123.0,Unknown,Robert Heath,"director,assistant_director,writer","Apr 13, 2018","$3,500,000","$41,411,015","$95,127,344"
tt1843902,Dinosaur,Dinosaur,2011,77.0,Animation,7.2,23.0,US,Jason Stamp,"editor,director,visual_effects","May 19, 2000","$127,500,000","$137,748,063","$356,148,063"
tt1843902,Dinosaur,Dinosaur,2011,77.0,Animation,7.2,23.0,US,The Tilford Brothers,director,"May 19, 2000","$127,500,000","$137,748,063","$356,148,063"
tt1848834,Crossroads,Crossroads,2015,87.0,"Action,Crime,Drama",7.8,8.0,CA,Edris Ne,"director,writer,assistant_director","Feb 15, 2002","$12,000,000","$37,188,667","$57,000,000"
tt1848871,The Return,El regreso,2012,102.0,Drama,7.2,233.0,US,Hernan Jimenez,"director,writer,editor","Feb 6, 2004","$15,000,000","$501,752","$5,953,886"
tt1854582,No Vacancy,The Helpers,2012,81.0,Horror,4.3,1762.0,Unknown,Chris Stokes,"director,writer,producer","Dec 31, 2012","$4,000,000",$0,$0
tt1860353,Turbo,Turbo,2013,96.0,"Adventure,Animation,Comedy",6.4,74639.0,CA,David Soren,"writer,actor,director","Jul 17, 2013","$135,000,000","$83,028,130","$286,896,578"
tt1861343,Hayride,Hayride,2012,93.0,"Crime,Drama,Horror",3.4,622.0,Unknown,Terron R. Parsons,"producer,writer,director","Dec 31, 2012","$60,000",$0,$0
tt1867035,Race,Race,2011,150.0,Drama,3.9,73.0,IN,Kuku Surendran,director,"Feb 19, 2016","$5,000,000","$19,115,191","$23,745,772"
tt1868050,Mama,Mama,2010,71.0,Drama,6.8,24.0,Unknown,Nikolay Renard,"director,writer,editor","Jan 18, 2013","$15,000,000","$71,628,180","$148,095,566"
tt1868050,Mama,Mama,2010,71.0,Drama,6.8,24.0,Unknown,Yelena Renard,"director,writer,editor","Jan 18, 2013","$15,000,000","$71,628,180","$148,095,566"
tt1869425,Filly Brown,Filly Brown,2012,80.0,"Drama,Music",5.7,1003.0,Unknown,Youssef Delara,"visual_effects,editor,director","Apr 19, 2013","$1,250,000","$2,850,357","$2,940,411"
tt1869425,Filly Brown,Filly Brown,2012,80.0,"Drama,Music",5.7,1003.0,Unknown,Michael D. Olmos,"director,producer,writer","Apr 19, 2013","$1,250,000","$2,850,357","$2,940,411"
tt1869538,Life,Life,2010,75.0,Documentary,7.8,5.0,BE,Patrick Epape,"director,writer,producer","Apr 16, 1999","$75,000,000","$64,062,587","$73,521,587"
tt1872026,Cure,Cure,2011,93.0,Drama,4.9,11.0,HK,Bill Yip,"assistant_director,producer,actor","Jul 6, 2001","$10,000","$94,596","$94,596"
tt1874789,Supporting Characters,Supporting Characters,2012,87.0,Comedy,6.4,821.0,Unknown,Daniel Schechter,"writer,editor,director","Jan 25, 2013","$60,000","$4,917","$4,917"
tt1876451,Sparkle,Sparkle,2012,116.0,"Drama,Music",5.7,5643.0,CA,Salim Akil,"director,producer,writer","Aug 17, 2012","$10,000,000","$24,397,469","$24,660,323"
tt1877832,X-Men: Days of Future Past,X-Men: Days of Future Past,2014,132.0,"Action,Adventure,Sci-Fi",8.0,620079.0,US,Bryan Singer,"producer,director,writer","May 23, 2014","$200,000,000","$233,921,534","$747,862,775"
tt1878917,The Pledge,The Pledge,2011,118.0,"Drama,Family",6.3,164.0,XWW,J.W. Myers,"actor,producer,director","Jan 19, 2001","$45,000,000","$19,719,930","$29,406,132"
tt1879030,Q,Q,2011,103.0,Drama,5.6,5322.0,FR,Laurent Bouhnik,"director,writer,actor","Nov 19, 1982","$1,200,000","$255,000","$255,000"
tt1880418,Newlyweds,Newlyweds,2011,95.0,"Comedy,Drama",6.4,1436.0,US,Edward Burns,"actor,writer,producer","Jan 13, 2012","$9,000","$4,584","$4,584"
tt1881002,Maggie,Maggie,2015,95.0,"Drama,Horror",5.6,38671.0,IL,Henry Hobson,"miscellaneous,art_department,director","May 8, 2015","$4,500,000","$187,112","$1,027,760"
tt1881085,The Perfect Man,The Perfect Man,2011,90.0,"Drama,Romance",6.2,25.0,US,Paul D. Hannah,"producer,director,writer","Jun 17, 2005","$10,000,000","$16,535,005","$19,535,005"
tt1883184,Falls the Shadow,Falls the Shadow,2011,93.0,"Action,Horror,Thriller",3.5,116.0,GB,Steven Berryessa,"writer,producer,director","Sep 24, 2004","$50,000,000","$66,711,892","$117,211,892"
tt1883370,The Looking Glass,The Looking Glass,2011,80.0,Fantasy,5.5,36.0,IE,Colin Downey,"cinematographer,director,writer","Oct 23, 2015","$300,000","$1,711","$1,711"
tt1884318,Girls Gone Dead,Girls Gone Dead,2012,104.0,"Comedy,Horror",3.5,2230.0,Unknown,Michael Hoffman Jr.,"editor,producer,director","Jul 17, 2012","$500,000",$0,$0
tt1884318,Girls Gone Dead,Girls Gone Dead,2012,104.0,"Comedy,Horror",3.5,2230.0,Unknown,Aaron T. Wells,"editor,producer,director","Jul 17, 2012","$500,000",$0,$0
tt1895587,Spotlight,Spotlight,2015,129.0,"Crime,Drama",8.1,365110.0,Unknown,Tom McCarthy,"actor,producer,writer","Nov 6, 2015","$20,000,000","$45,055,776","$92,088,460"
tt1899324,The Letter,The Letter,2012,92.0,"Drama,Thriller",3.7,1360.0,GB,Jay Anania,"director,writer,editor","Apr 24, 2009","$20,000,000","$68,261,644","$73,964,713"
tt1900817,Area 51 Confidential,Area 51 Confidential,2011,75.0,"Horror,Sci-Fi,Thriller",4.6,357.0,US,Brandon Slagle,"actor,writer,director","May 15, 2015","$5,000,000","$7,556","$7,556"
tt1904995,Paranoia,Paranoia,2012,87.0,Thriller,5.3,26.0,Unknown,Bivas Biswas,"actor,director,producer","Aug 16, 2013","$40,000,000","$7,388,654","$16,340,767"
tt1904996,Parker,Parker,2013,118.0,"Action,Crime,Thriller",6.2,105529.0,TR,Taylor Hackford,"producer,director,writer","Jan 25, 2013","$35,000,000","$17,616,641","$48,543,388"
tt1907668,Flight,Flight,2012,138.0,"Drama,Thriller",7.3,303009.0,GR,Robert Zemeckis,"producer,writer,director","Nov 2, 2012","$31,000,000","$93,772,375","$160,558,438"
tt1921149,Trash,Trash,2014,114.0,"Adventure,Crime,Drama",7.2,18690.0,IL,Stephen Daldry,"producer,director,miscellaneous","Oct 9, 2015","$12,000,000","$17,484","$6,553,186"
tt1921149,Trash,Trash,2014,114.0,"Adventure,Crime,Drama",7.2,18690.0,IL,Christian Duurvoort,"miscellaneous,casting_department,director","Oct 9, 2015","$12,000,000","$17,484","$6,553,186"
tt1922678,On the Line,On the Line,2011,68.0,Documentary,8.7,25.0,CA,Frank Wolf,"director,producer,cinematographer","Oct 26, 2001","$10,000,000","$4,365,455","$4,690,802"
tt1922679,Open Road,Open Road,2013,85.0,"Action,Drama,Thriller",5.5,1619.0,Unknown,Marcio Garcia,"actor,producer,director","May 21, 2013","$3,000,000",$0,"$47,469"
tt1922685,Phantom,Phantom,2013,98.0,"Drama,History,Thriller",5.9,12786.0,Unknown,Todd Robinson,"producer,writer,director","Mar 1, 2013","$18,000,000","$1,034,589","$1,199,510"
tt1931601,Venom,Venom,2011,92.0,Thriller,3.0,162.0,US,Gary Breslin,"visual_effects,animation_department,miscellaneous","Oct 5, 2018","$116,000,000","$213,511,408","$853,628,605"
tt1934226,Dark Blue,Dark Blue,2011,85.0,"Crime,Drama",8.9,9.0,US,David C. Kirtland,"director,producer,editor","Feb 21, 2003","$15,000,000","$9,237,470","$12,262,065"
tt1939659,Carrie,Carrie,2013,100.0,"Drama,Horror",5.9,125424.0,RO,Kimberly Peirce,"director,writer,producer","Oct 18, 2013","$30,000,000","$35,266,619","$82,409,520"
tt1945037,Begin Again,Begin Again,2013,68.0,"Drama,Family",7.0,57.0,US,Joshua Samson,"actor,cinematographer,director","Jun 27, 2014","$8,000,000","$16,170,632","$68,838,736"
tt1945037,Begin Again,Begin Again,2013,68.0,"Drama,Family",7.0,57.0,US,Bill Gillane,"actor,producer,assistant_director","Jun 27, 2014","$8,000,000","$16,170,632","$68,838,736"
tt1950135,Drunk Wedding,Drunk Wedding,2015,81.0,Comedy,4.6,729.0,Unknown,Nick Weiss,"director,writer,assistant_director","May 22, 2015","$600,000","$3,301","$3,301"
tt1951264,The Hunger Games: Catching Fire,The Hunger Games: Catching Fire,2013,146.0,"Action,Adventure,Sci-Fi",7.5,575455.0,Unknown,Francis Lawrence,"director,producer,writer","Nov 22, 2013","$130,000,000","$424,668,047","$864,868,047"
tt1956618,Screwed,Screwed,2013,96.0,"Comedy,Romance",4.4,300.0,US,John Wynn,"producer,director,actor","May 12, 2000","$12,000,000","$6,982,680","$6,982,680"
tt1956620,Sex Tape,Sex Tape,2014,94.0,"Comedy,Romance",5.1,100520.0,FR,Jake Kasdan,"producer,director,actor","Jul 18, 2014","$40,000,000","$38,543,473","$126,069,509"
tt1958007,Roadside,Roadside,2013,90.0,"Drama,Horror,Mystery",3.8,361.0,US,Eric England,"director,writer,producer","Apr 14, 2015","$500,000",$0,$0
tt1961562,The House,The House,2011,109.0,"Drama,Mystery,Thriller",4.6,50.0,CA,Desiree Lim,"producer,director,writer","Jun 30, 2017","$40,000,000","$25,584,504","$31,192,425"
tt1964418,Tomorrowland,Tomorrowland,2015,130.0,"Action,Adventure,Family",6.4,161343.0,MX,Brad Bird,"miscellaneous,writer,director","May 22, 2015","$170,000,000","$93,436,322","$206,627,518"
tt1964758,Hamlet,Hamlet,2011,88.0,Drama,5.4,22.0,Unknown,Bruce Ramsay,"actor,director,writer","Dec 25, 1996","$18,000,000","$4,501,094","$7,129,670"
tt1972779,The Best of Me,The Best of Me,2014,118.0,"Drama,Romance",6.7,59750.0,US,Michael Hoffman,"director,writer,producer","Oct 17, 2014","$26,000,000","$26,766,213","$41,059,418"
tt1976009,Victor Frankenstein,Victor Frankenstein,2015,110.0,"Drama,Horror,Sci-Fi",6.0,47492.0,XWW,Paul McGuigan,"director,producer","Nov 4, 1994","$45,000,000","$22,006,296","$112,006,296"
tt1976608,Sholem Aleichem: Laughing in the Darkness,Sholem Aleichem: Laughing in the Darkness,2011,93.0,Documentary,6.8,157.0,US,Joseph Dorman,"producer,writer,director","Jul 8, 2011","$500,000","$1,131,261","$1,131,261"
tt1979320,Rush,Rush,2013,123.0,"Action,Biography,Drama",8.1,393437.0,CA,Ron Howard,"actor,producer,director","Sep 20, 2013","$38,000,000","$26,947,624","$98,230,839"
tt1981128,Geostorm,Geostorm,2017,109.0,"Action,Sci-Fi,Thriller",5.3,78287.0,IT,Dean Devlin,"producer,actor,director","Oct 20, 2017","$100,000,000","$33,700,160","$220,796,009"
tt1981703,The Harvest/La Cosecha,The Harvest/La Cosecha,2011,80.0,Documentary,7.1,63.0,US,U. Roberto Romano,"camera_department,director,cinematographer","Jul 29, 2011","$560,000","$3,709","$3,709"
tt1986015,Going Under,Going Under,2011,83.0,"Action,Horror,Thriller",6.3,7.0,US,Carman Spoto,"camera_department,director,writer","Dec 31, 1990","$500,000",$0,$0
tt1987632,Rush,Rush,2011,87.0,"Comedy,Romance",7.9,8.0,US,Alec Ziff,"miscellaneous,producer,director","Sep 20, 2013","$38,000,000","$26,947,624","$98,230,839"
tt1987632,Rush,Rush,2011,87.0,"Comedy,Romance",7.9,8.0,US,Sarah Jane Inwards,"producer,writer,casting_department","Sep 20, 2013","$38,000,000","$26,947,624","$98,230,839"
tt1987680,The Upside,The Upside,2017,126.0,"Comedy,Drama",6.7,24169.0,US,Neil Burger,"director,writer,producer","Jan 11, 2019","$37,500,000","$108,235,497","$119,024,536"
tt1989646,Theresa Is a Mother,Theresa Is a Mother,2012,105.0,"Comedy,Drama,Music",6.8,53.0,US,Darren Press,"miscellaneous,director,producer","Sep 29, 2015","$200,000",$0,$0
tt1989646,Theresa Is a Mother,Theresa Is a Mother,2012,105.0,"Comedy,Drama,Music",6.8,53.0,US,C. Fraser Press,"director,writer,actress","Sep 29, 2015","$200,000",$0,$0
tt1991199,Teeth and Blood,Teeth and Blood,2015,96.0,"Action,Horror",4.0,34.0,US,Pamela J. Richardson,"director,writer,producer","Mar 10, 2015","$300,000",$0,$0
tt1991199,Teeth and Blood,Teeth and Blood,2015,96.0,"Action,Horror",4.0,34.0,US,Al Franklin,"director,actor,writer","Mar 10, 2015","$300,000",$0,$0
tt1999192,Kevin Hart: Laugh at My Pain,Kevin Hart: Laugh at My Pain,2011,89.0,"Comedy,Documentary",7.4,5081.0,Unknown,Leslie Small,"director,producer,editor","Sep 9, 2011","$750,000","$7,706,436","$7,712,436"
tt1999192,Kevin Hart: Laugh at My Pain,Kevin Hart: Laugh at My Pain,2011,89.0,"Comedy,Documentary",7.4,5081.0,Unknown,Tim Story,"producer,director,actor","Sep 9, 2011","$750,000","$7,706,436","$7,712,436"
tt2005164,Breathless,Breathless,2012,92.0,"Comedy,Thriller",5.1,1238.0,Unknown,Jesse Baget,"producer,writer,director","May 13, 1983","$7,000,000","$19,910,002","$19,910,002"
tt2005374,The Frozen Ground,The Frozen Ground,2013,105.0,"Crime,Drama,Mystery",6.4,51915.0,DK,Scott Walker,"director,writer,producer","Aug 23, 2013","$19,200,000",$0,"$5,617,460"
tt2006719,Disciples,Disciples,2014,90.0,Horror,2.1,214.0,GB,Joe Hollow,"producer,actor,writer","Sep 8, 2000","$33,000,000","$28,946,615","$47,267,829"
tt2016335,Walter,Walter,2015,94.0,"Comedy,Drama",5.4,1747.0,Unknown,Anna Mastro,"director,producer,miscellaneous","Mar 13, 2015","$700,000",$0,$0
tt2017486,Closer to the Moon,Closer to the Moon,2014,112.0,"Comedy,Crime,Drama",7.0,3585.0,Unknown,Nae Caranfil,"writer,director,actor","Apr 17, 2014","$1,500,000",$0,"$5,396"
tt2020110,The Kick,The Kick,2011,94.0,"Action,Sport",5.7,780.0,TH,Prachya Pinkaew,"producer,director,writer","Dec 31, 2011","$3,500,000",$0,"$40,622"
tt2024469,Non-Stop,Non-Stop,2014,106.0,"Action,Mystery,Thriller",7.0,234717.0,TR,Jaume Collet-Serra,"director,producer","Feb 28, 2014","$50,000,000","$91,742,160","$222,383,055"
tt2027265,A Better Life,Une vie meilleure,2011,110.0,Drama,6.6,1519.0,XWW,Cédric Kahn,"writer,director,actor","Jun 24, 2011","$10,000,000","$1,759,252","$1,884,251"
tt2028482,Freedom,Freedom,2011,88.0,Documentary,7.0,24.0,US,Joshua Tickell,"director,producer,casting_director","Jun 5, 2015","$14,500,000",$0,"$872,757"
tt2028482,Freedom,Freedom,2011,88.0,Documentary,7.0,24.0,US,Rebecca Harrell Tickell,"actress,producer,director","Jun 5, 2015","$14,500,000",$0,"$872,757"
tt2035599,"Pink Ribbons, Inc.","Pink Ribbons, Inc.",2011,97.0,Documentary,7.3,654.0,Unknown,Léa Pool,"director,writer,miscellaneous","Jun 1, 2012","$1,200,000","$26,608","$26,608"
tt2042684,The Muse,The Muse,2011,58.0,"Horror,Mystery,Thriller",6.1,16.0,US,Taylor Grant,"writer,actor,producer","Aug 27, 1999","$15,000,000","$11,614,954","$11,614,954"
tt2043893,Kingdom Come,Kingdom Come,2011,87.0,"Documentary,Drama",7.6,123.0,US,John Lyons Murphy,"producer,writer,director","Apr 11, 2001","$7,000,000","$23,247,539","$23,393,939"
tt2043893,Kingdom Come,Kingdom Come,2011,87.0,"Documentary,Drama",7.6,123.0,US,Paiman Kalayeh,"editor,writer,producer","Apr 11, 2001","$7,000,000","$23,247,539","$23,393,939"
tt2044843,Possession,Possession,2012,90.0,"Drama,Mystery",7.2,12.0,US,Dan Cordle,"producer,director,actor","Aug 16, 2002","$25,000,000","$10,103,647","$14,805,812"
tt2049386,Alice in Wonderland,Alice in Wonderland,2010,99.0,"Fantasy,Musical",6.5,6.0,US,James Fotopoulos,"director,producer,writer","Mar 5, 2010","$200,000,000","$334,191,110","$1,025,491,110"
tt2051894,Home Run,Home Run,2013,113.0,"Drama,Sport",6.0,2745.0,Unknown,David Boyd,"cinematographer,camera_department,director","Apr 19, 2013","$1,200,000","$2,859,955","$2,859,955"
tt2052015,Water & Power,Water & Power,2013,88.0,"Crime,Drama",6.2,99.0,US,Richard Montoya,"actor,writer,producer","May 2, 2014","$600,000","$42,557","$42,557"
tt2058107,The Railway Man,The Railway Man,2013,116.0,"Biography,Drama,Romance",7.1,34586.0,Unknown,Jonathan Teplitzky,"director,writer,art_department","Apr 11, 2014","$18,000,000","$4,438,438","$23,910,210"
tt2063008,The Road,The Road,2011,110.0,"Crime,Drama,Horror",5.6,1617.0,Unknown,Yam Laranas,"cinematographer,writer,director","Nov 25, 2009","$25,000,000","$8,114,270","$29,206,732"
tt2063641,Eden,Eden,2012,101.0,"Comedy,Drama",6.9,18.0,JP,Masaharu Take,"assistant_director,director,writer","Jan 19, 2016","$2,300,000",$0,$0
tt2066051,Rocketman,Rocketman,2019,121.0,"Biography,Drama,Music",7.7,24266.0,IL,Dexter Fletcher,"actor,director,writer","May 31, 2019","$41,000,000","$57,342,725","$108,642,725"
tt2069843,Maniac,Maniac,2011,160.0,"Action,Horror,Thriller",4.8,5.0,IN,Albin Joseph,"director,writer,producer","Jan 1, 1980","$350,000","$10,000,000","$10,000,000"
tt2071441,Dangerous Liaisons,Wi-heom-han gyan-gye,2012,110.0,"Drama,Mystery,Romance",5.9,1694.0,XWW,Jin-ho Hur,"director,writer,assistant_director","Nov 9, 2012","$24,200,000","$17,000","$10,447,579"
tt2071483,Inside Out,Inside Out,2011,59.0,Family,7.3,15.0,US,Unknown,Unknown,"Jun 19, 2015","$175,000,000","$356,461,711","$854,235,992"
tt2072227,Shanghai,Shanghai,2012,120.0,"Crime,Mystery,Thriller",7.2,9047.0,IN,Dibakar Banerjee,"director,writer,producer","Oct 2, 2015","$50,000,000","$46,425","$15,505,922"
tt2073661,Dawn Patrol,Stranded,2014,88.0,"Drama,Thriller",4.8,615.0,FI,Daniel Petrie Jr.,"producer,writer,director","Jun 5, 2015","$3,500,000",$0,$0
tt2075392,Home,Yurt,2011,76.0,Drama,6.0,96.0,XWW,Muzaffer Özdemir,"actor,director","Mar 27, 2015","$130,000,000","$177,397,510","$385,997,896"
tt2076875,On the Line,La llamada,2013,76.0,"Comedy,Drama",6.3,29.0,XWW,David Nieto Wenzell,"director,writer","Oct 26, 2001","$10,000,000","$4,365,455","$4,690,802"
tt2076954,The Muse,The Muse,2014,90.0,"Horror,Music,Thriller",5.8,65.0,US,Rufus Chaffee,"writer,miscellaneous,producer","Aug 27, 1999","$15,000,000","$11,614,954","$11,614,954"
tt2080374,Steve Jobs,Steve Jobs,2015,122.0,"Biography,Drama",7.2,138668.0,BR,Danny Boyle,"director,producer,writer","Oct 9, 2015","$30,000,000","$17,766,658","$35,579,007"
tt2080410,The New World,Uus Maailm,2011,88.0,Documentary,7.2,74.0,XWW,Jaan Tootsen,"director,writer,cinematographer","Dec 25, 2005","$30,000,000","$12,712,093","$26,184,400"
tt2085765,Unbowed,Bu-reo-jin hwa-sal,2011,100.0,Drama,6.8,512.0,KR,Ji-yeong Jeong,"director,writer,producer","Feb 9, 1996","$65,000,000","$70,645,997","$148,345,997"
tt2090488,Down and Dangerous,Down and Dangerous,2013,95.0,"Crime,Thriller",5.2,846.0,US,Zak Forsman,"editor,producer,director","Feb 14, 2014","$50,000",$0,$0
tt2097307,Hit and Run,Hit and Run,2012,100.0,"Action,Comedy",6.1,32414.0,FR,David Palmer,"director,cinematographer,camera_department","Aug 22, 2012","$22,000,000","$13,749,300","$17,216,955"
